No.,Time,T.amb (°C),T.D.REF - normal PV (°C),T.U.REF - normal PV (°C),T.D.CPV-HNEPCM-HNF (°C),T.U.CPV-HNEPCM-HNF (°C),T.F.IN Hybrid NF (°C),T.F.DELTA Hybrid NF (°C),V.REF - normal PV (V),V.CPV-Hybrid (V),I.REF - normal PV (A),I.CPV-Hybrid (A),Direct POA irradiance - reference (W/m2),Effective irradiance - CPV hybrid (W/m2),Ceff - mirrors,P(max) REF (W),P(max) CPV Hybrid (W),Isc REF (A),Isc CPV Hybrid (A),Voc REF (V),Voc CPV Hybrid (V),FF REF,FF CPV Hybrid,P.REF normal PV (W),P.CPV-HNEPCM-HNF (W),AREA (m2),ζele.REF (%),ζele.CPV-Hybrid (%),m Hybrid NF (kg/s),Cp Hybrid NF (J/kg°K),Q.CPV-Hybrid (W),ζth.CPV-Hybrid (%),ζtotal.REF (%),ζtotal.CPV-Hybrid (%)
72,08:35:30,29.840,54.290,52.340,39.290,37.930,30.650,0.853,16.915,17.790,0.584,0.863,557.900,807.500,1.447,9.877,15.354,0.638,0.943,20.653,21.612,0.750,0.753,9.878,15.353,0.189,9.368,10.060,0.018,4155.000,64.859,42.498,9.368,52.557
73,08:36:00,29.870,54.360,52.410,39.330,37.970,30.660,0.855,16.910,17.788,0.584,0.864,558.300,808.500,1.448,9.880,15.370,0.639,0.944,20.648,21.609,0.749,0.753,9.875,15.369,0.189,9.359,10.058,0.018,4155.000,65.011,42.545,9.359,52.603
74,08:36:30,29.900,54.450,52.500,39.380,38.020,30.660,0.857,16.905,17.784,0.585,0.866,559.000,810.000,1.449,9.888,15.395,0.639,0.946,20.642,21.606,0.750,0.753,9.889,15.401,0.189,9.360,10.060,0.018,4155.000,65.163,42.565,9.360,52.625
75,08:37:00,29.930,54.560,52.610,39.450,38.080,30.660,0.859,16.899,17.781,0.586,0.868,560.200,812.200,1.450,9.905,15.434,0.641,0.949,20.635,21.602,0.749,0.753,9.903,15.434,0.189,9.353,10.054,0.018,4155.000,65.315,42.549,9.353,52.603
76,08:37:30,29.960,54.680,52.720,39.520,38.150,30.670,0.863,16.892,17.777,0.588,0.871,562.000,815.400,1.451,9.932,15.490,0.643,0.952,20.627,21.597,0.749,0.753,9.932,15.484,0.189,9.351,10.047,0.018,4155.000,65.619,42.579,9.351,52.627
77,08:38:00,29.990,54.810,52.840,39.600,38.220,30.670,0.868,16.884,17.772,0.590,0.876,564.400,819.400,1.452,9.969,15.561,0.645,0.957,20.619,21.592,0.750,0.753,9.962,15.568,0.189,9.339,10.053,0.018,4155.000,66.000,42.617,9.339,52.670
78,08:38:30,30.020,54.960,52.970,39.690,38.300,30.680,0.874,16.876,17.767,0.593,0.880,567.200,823.900,1.453,10.012,15.642,0.648,0.962,20.610,21.587,0.750,0.753,10.007,15.635,0.189,9.335,10.041,0.018,4155.000,66.456,42.677,9.335,52.718
79,08:39:00,30.050,55.100,53.110,39.780,38.380,30.680,0.881,16.868,17.762,0.596,0.886,570.200,828.800,1.454,10.059,15.728,0.652,0.968,20.601,21.581,0.749,0.753,10.053,15.737,0.189,9.329,10.046,0.018,4155.000,66.988,42.765,9.329,52.811
80,08:39:30,30.080,55.240,53.240,39.860,38.460,30.690,0.887,16.859,17.757,0.599,0.891,573.100,833.500,1.454,10.104,15.813,0.655,0.973,20.592,21.576,0.749,0.753,10.099,15.821,0.189,9.323,10.043,0.018,4155.000,67.444,42.813,9.323,52.857
81,08:40:00,30.110,55.380,53.370,39.950,38.540,30.690,0.892,16.852,17.752,0.602,0.895,575.700,837.800,1.455,10.143,15.888,0.658,0.978,20.583,21.571,0.749,0.753,10.145,15.888,0.189,9.324,10.034,0.018,4155.000,67.825,42.834,9.324,52.867
82,08:40:30,30.140,55.500,53.480,40.020,38.610,30.690,0.897,16.845,17.748,0.604,0.899,577.700,841.300,1.456,10.174,15.950,0.660,0.982,20.576,21.566,0.749,0.753,10.174,15.955,0.189,9.318,10.035,0.018,4155.000,68.205,42.895,9.318,52.929
83,08:41:00,30.170,55.610,53.590,40.090,38.670,30.700,0.900,16.838,17.744,0.605,0.901,579.100,843.900,1.457,10.194,15.995,0.662,0.985,20.569,21.562,0.749,0.753,10.187,15.987,0.189,9.307,10.024,0.018,4155.000,68.433,42.905,9.307,52.929
84,08:41:30,30.200,55.700,53.670,40.140,38.730,30.700,0.902,16.833,17.741,0.606,0.903,580.000,845.600,1.458,10.205,16.024,0.663,0.987,20.563,21.558,0.749,0.753,10.201,16.020,0.189,9.306,10.024,0.018,4155.000,68.585,42.914,9.306,52.938
85,08:42:00,30.220,55.760,53.740,40.190,38.770,30.710,0.903,16.829,17.738,0.607,0.904,580.300,846.600,1.459,10.207,16.039,0.663,0.988,20.559,21.555,0.749,0.753,10.215,16.035,0.189,9.314,10.022,0.018,4155.000,68.661,42.911,9.314,52.933
86,08:42:30,30.250,55.810,53.800,40.220,38.810,30.710,0.904,16.826,17.736,0.607,0.905,580.300,847.100,1.460,10.206,16.048,0.663,0.989,20.555,21.553,0.749,0.753,10.213,16.051,0.189,9.312,10.026,0.018,4155.000,68.737,42.933,9.312,52.959
87,08:43:00,30.280,55.850,53.840,40.240,38.840,30.720,0.905,16.824,17.735,0.607,0.905,580.300,847.700,1.461,10.204,16.056,0.663,0.989,20.553,21.551,0.749,0.753,10.212,16.050,0.189,9.311,10.018,0.018,4155.000,68.813,42.950,9.311,52.968
88,08:43:30,30.300,55.870,53.880,40.260,38.860,30.730,0.906,16.822,17.734,0.607,0.906,580.500,848.500,1.462,10.207,16.071,0.663,0.990,20.551,21.550,0.749,0.753,10.211,16.067,0.189,9.307,10.019,0.018,4155.000,68.889,42.957,9.307,52.976
89,08:44:00,30.330,55.890,53.910,40.270,38.880,30.730,0.908,16.820,17.732,0.607,0.908,581.200,850.000,1.463,10.217,16.098,0.664,0.992,20.549,21.549,0.749,0.753,10.210,16.101,0.189,9.295,10.022,0.018,4155.000,69.041,42.976,9.295,52.998
90,08:44:30,30.350,55.920,53.940,40.290,38.910,30.740,0.911,16.819,17.731,0.609,0.910,582.500,852.400,1.463,10.238,16.142,0.665,0.995,20.547,21.548,0.749,0.753,10.243,16.135,0.189,9.304,10.015,0.018,4155.000,69.269,42.997,9.304,53.012
91,08:45:00,30.380,55.950,53.990,40.310,38.930,30.740,0.915,16.816,17.730,0.611,0.914,584.300,855.600,1.464,10.269,16.201,0.667,0.999,20.545,21.546,0.749,0.753,10.275,16.205,0.189,9.304,10.021,0.018,4155.000,69.573,43.024,9.304,53.045
92,08:45:30,30.400,56.000,54.040,40.340,38.970,30.750,0.920,16.813,17.728,0.613,0.918,586.700,859.600,1.465,10.309,16.275,0.670,1.003,20.541,21.544,0.749,0.753,10.306,16.274,0.189,9.295,10.017,0.018,4155.000,69.954,43.058,9.295,53.075
93,08:46:00,30.420,56.060,54.110,40.380,39.010,30.760,0.926,16.809,17.725,0.616,0.923,589.400,864.200,1.466,10.354,16.358,0.673,1.009,20.537,21.541,0.749,0.753,10.354,16.360,0.189,9.295,10.016,0.018,4155.000,70.410,43.108,9.295,53.124
94,08:46:30,30.440,56.150,54.190,40.440,39.070,30.760,0.932,16.804,17.722,0.619,0.928,592.300,868.800,1.467,10.399,16.442,0.676,1.014,20.531,21.537,0.749,0.753,10.402,16.446,0.189,9.292,10.016,0.018,4155.000,70.866,43.158,9.292,53.173
95,08:47:00,30.470,56.250,54.290,40.500,39.130,30.770,0.938,16.798,17.718,0.622,0.932,594.900,873.200,1.468,10.441,16.521,0.679,1.019,20.525,21.533,0.749,0.753,10.448,16.513,0.189,9.293,10.006,0.018,4155.000,71.322,43.216,9.293,53.222
96,08:47:30,30.490,56.370,54.400,40.580,39.200,30.780,0.943,16.791,17.714,0.624,0.936,597.200,877.100,1.469,10.475,16.589,0.682,1.023,20.517,21.529,0.749,0.753,10.478,16.580,0.189,9.283,10.002,0.018,4155.000,71.702,43.254,9.283,53.256
97,08:48:00,30.510,56.500,54.520,40.660,39.270,30.790,0.947,16.784,17.709,0.626,0.940,598.800,880.100,1.470,10.499,16.641,0.684,1.027,20.509,21.524,0.748,0.753,10.507,16.646,0.189,9.284,10.008,0.018,4155.000,72.007,43.289,9.284,53.297
98,08:48:30,30.530,56.640,54.640,40.740,39.350,30.800,0.950,16.776,17.705,0.627,0.942,599.900,882.200,1.471,10.512,16.675,0.685,1.029,20.501,21.518,0.749,0.753,10.519,16.678,0.189,9.277,10.003,0.018,4155.000,72.235,43.323,9.277,53.326
99,08:49:00,30.550,56.770,54.770,40.820,39.420,30.800,0.951,16.769,17.700,0.627,0.943,600.400,883.400,1.471,10.514,16.693,0.685,1.031,20.492,21.513,0.749,0.753,10.514,16.691,0.189,9.266,9.997,0.018,4155.000,72.311,43.310,9.266,53.306
100,08:49:30,30.570,56.900,54.890,40.900,39.490,30.810,0.952,16.761,17.695,0.627,0.944,600.500,884.100,1.472,10.510,16.701,0.685,1.031,20.484,21.508,0.749,0.753,10.509,16.704,0.189,9.260,9.997,0.018,4155.000,72.387,43.321,9.260,53.318
101,08:50:00,30.590,57.020,54.990,40.980,39.550,30.820,0.953,16.754,17.691,0.627,0.944,600.400,884.500,1.473,10.504,16.704,0.685,1.032,20.477,21.504,0.749,0.753,10.505,16.700,0.189,9.257,9.990,0.018,4155.000,72.463,43.347,9.257,53.337
102,08:50:30,30.610,57.120,55.090,41.040,39.610,30.830,0.953,16.749,17.688,0.627,0.945,600.400,885.100,1.474,10.499,16.710,0.685,1.032,20.470,21.500,0.749,0.753,10.502,16.715,0.189,9.255,9.992,0.018,4155.000,72.463,43.317,9.255,53.309
103,08:51:00,30.620,57.210,55.170,41.090,39.660,30.840,0.955,16.744,17.685,0.627,0.946,600.800,886.100,1.475,10.501,16.726,0.685,1.034,20.465,21.497,0.749,0.752,10.498,16.730,0.189,9.246,9.990,0.018,4155.000,72.615,43.359,9.246,53.349
104,08:51:30,30.640,57.280,55.240,41.130,39.700,30.850,0.957,16.740,17.683,0.628,0.948,601.600,887.900,1.476,10.513,16.757,0.686,1.036,20.460,21.494,0.749,0.753,10.513,16.763,0.189,9.246,9.989,0.018,4155.000,72.767,43.362,9.246,53.351
105,08:52:00,30.660,57.330,55.290,41.160,39.730,30.860,0.961,16.737,17.681,0.630,0.951,603.100,890.600,1.477,10.537,16.806,0.688,1.039,20.457,21.492,0.749,0.753,10.544,16.815,0.189,9.251,9.989,0.018,4155.000,73.071,43.411,9.251,53.401
106,08:52:30,30.670,57.360,55.330,41.180,39.760,30.870,0.965,16.734,17.679,0.632,0.954,605.200,894.200,1.478,10.571,16.873,0.690,1.043,20.455,21.491,0.749,0.753,10.576,16.866,0.189,9.246,9.980,0.018,4155.000,73.375,43.416,9.246,53.396
107,08:53:00,30.690,57.390,55.360,41.200,39.780,30.880,0.971,16.733,17.678,0.634,0.959,607.800,898.500,1.478,10.615,16.953,0.693,1.048,20.453,21.489,0.749,0.753,10.609,16.953,0.189,9.235,9.983,0.018,4155.000,73.831,43.477,9.235,53.460
108,08:53:30,30.700,57.410,55.390,41.210,39.800,30.890,0.977,16.731,17.677,0.637,0.964,610.600,903.200,1.479,10.663,17.041,0.697,1.054,20.451,21.488,0.748,0.752,10.658,17.041,0.189,9.235,9.983,0.018,4155.000,74.288,43.518,9.235,53.501
109,08:54:00,30.720,57.420,55.420,41.220,39.820,30.900,0.983,16.730,17.676,0.640,0.969,613.400,908.000,1.480,10.711,17.128,0.700,1.059,20.450,21.487,0.748,0.753,10.707,17.128,0.189,9.236,9.981,0.018,4155.000,74.744,43.554,9.236,53.535
110,08:54:30,30.730,57.440,55.450,41.240,39.840,30.910,0.989,16.728,17.675,0.643,0.974,616.000,912.300,1.481,10.755,17.209,0.703,1.064,20.448,21.486,0.748,0.753,10.756,17.215,0.189,9.239,9.984,0.018,4155.000,75.200,43.613,9.239,53.598
111,08:55:00,30.750,57.470,55.480,41.250,39.860,30.920,0.994,16.726,17.674,0.645,0.978,618.100,916.000,1.482,10.791,17.277,0.705,1.068,20.446,21.485,0.749,0.753,10.788,17.285,0.189,9.235,9.984,0.018,4155.000,75.580,43.657,9.235,53.641
112,08:55:30,30.760,57.510,55.530,41.280,39.890,30.930,0.998,16.724,17.672,0.647,0.981,619.700,918.800,1.483,10.815,17.328,0.707,1.072,20.443,21.483,0.748,0.752,10.820,17.336,0.189,9.238,9.983,0.018,4155.000,75.884,43.699,9.238,53.682
113,08:56:00,30.770,57.560,55.580,41.310,39.930,30.940,1.000,16.721,17.670,0.648,0.983,620.600,920.700,1.484,10.829,17.362,0.708,1.074,20.440,21.481,0.748,0.753,10.835,17.370,0.189,9.238,9.982,0.018,4155.000,76.037,43.696,9.238,53.678
114,08:56:30,30.780,57.630,55.650,41.350,39.970,30.960,1.002,16.717,17.668,0.648,0.984,621.000,921.900,1.485,10.833,17.381,0.708,1.075,20.436,21.478,0.749,0.753,10.833,17.385,0.189,9.230,9.978,0.018,4155.000,76.189,43.726,9.230,53.704
115,08:57:00,30.800,57.710,55.720,41.400,40.010,30.970,1.003,16.712,17.665,0.648,0.984,621.100,922.600,1.485,10.831,17.391,0.708,1.076,20.431,21.475,0.749,0.753,10.829,17.382,0.189,9.225,9.969,0.018,4155.000,76.265,43.737,9.225,53.705
116,08:57:30,30.810,57.800,55.810,41.450,40.060,30.980,1.004,16.707,17.662,0.648,0.985,621.200,923.200,1.486,10.828,17.399,0.708,1.077,20.425,21.472,0.749,0.752,10.826,17.397,0.189,9.221,9.971,0.018,4155.000,76.341,43.752,9.221,53.723
117,08:58:00,30.820,57.900,55.900,41.510,40.110,30.990,1.005,16.701,17.659,0.648,0.986,621.400,924.100,1.487,10.827,17.411,0.709,1.078,20.419,21.468,0.748,0.752,10.822,17.412,0.189,9.215,9.969,0.018,4155.000,76.417,43.753,9.215,53.722
118,08:58:30,30.830,58.010,56.000,41.570,40.170,31.000,1.007,16.695,17.656,0.649,0.988,622.100,925.600,1.488,10.834,17.436,0.709,1.079,20.412,21.465,0.749,0.753,10.835,17.444,0.189,9.215,9.972,0.018,4155.000,76.569,43.769,9.215,53.741
119,08:59:00,30.840,58.120,56.100,41.640,40.220,31.020,1.010,16.689,17.652,0.650,0.990,623.300,928.000,1.489,10.850,17.476,0.711,1.082,20.405,21.461,0.748,0.753,10.848,17.475,0.189,9.208,9.964,0.018,4155.000,76.797,43.786,9.208,53.750
120,08:59:30,30.850,58.230,56.200,41.700,40.280,31.030,1.014,16.683,17.648,0.652,0.994,625.200,931.300,1.490,10.878,17.534,0.713,1.086,20.398,21.457,0.748,0.752,10.877,17.542,0.189,9.205,9.966,0.018,4155.000,77.101,43.803,9.205,53.770
121,09:00:00,30.870,58.330,56.290,41.760,40.330,31.040,1.020,16.677,17.645,0.655,0.998,627.600,935.500,1.491,10.915,17.608,0.715,1.091,20.392,21.453,0.749,0.752,10.923,17.610,0.189,9.209,9.960,0.018,4155.000,77.557,43.865,9.209,53.825
122,09:00:30,30.880,58.430,56.380,41.820,40.390,31.050,1.026,16.671,17.642,0.657,1.003,630.400,940.200,1.491,10.960,17.694,0.719,1.096,20.386,21.449,0.748,0.753,10.953,17.695,0.189,9.193,9.958,0.018,4155.000,78.013,43.902,9.193,53.860
123,09:01:00,30.890,58.510,56.460,41.870,40.430,31.070,1.033,16.666,17.639,0.661,1.008,633.400,945.300,1.492,11.008,17.785,0.722,1.102,20.380,21.446,0.748,0.753,11.016,17.780,0.189,9.202,9.952,0.018,4155.000,78.546,43.963,9.202,53.915
124,09:01:30,30.900,58.580,56.530,41.910,40.470,31.080,1.040,16.662,17.636,0.664,1.013,636.300,950.200,1.493,11.056,17.874,0.725,1.108,20.376,21.443,0.748,0.752,11.064,17.865,0.189,9.200,9.948,0.018,4155.000,79.078,44.033,9.200,53.981
125,09:02:00,30.910,58.630,56.580,41.950,40.510,31.090,1.046,16.659,17.634,0.666,1.018,638.900,954.500,1.494,11.097,17.954,0.728,1.113,20.372,21.441,0.748,0.752,11.095,17.951,0.189,9.188,9.951,0.018,4155.000,79.534,44.088,9.188,54.038
126,09:02:30,30.920,58.670,56.630,41.970,40.540,31.110,1.050,16.657,17.633,0.668,1.022,641.000,958.100,1.495,11.131,18.020,0.730,1.117,20.370,21.440,0.749,0.752,11.127,18.021,0.189,9.184,9.952,0.018,4155.000,79.838,44.090,9.184,54.042
127,09:03:00,30.930,58.690,56.660,41.980,40.560,31.120,1.054,16.655,17.632,0.670,1.025,642.400,960.800,1.496,11.155,18.069,0.732,1.120,20.368,21.438,0.748,0.753,11.159,18.073,0.189,9.191,9.952,0.018,4155.000,80.142,44.133,9.191,54.086
128,09:03:30,30.940,58.700,56.680,41.990,40.570,31.130,1.056,16.654,17.631,0.671,1.027,643.200,962.600,1.497,11.168,18.102,0.733,1.122,20.367,21.438,0.748,0.753,11.175,18.107,0.189,9.192,9.953,0.018,4155.000,80.295,44.135,9.192,54.087
129,09:04:00,30.950,58.700,56.690,41.990,40.580,31.140,1.058,16.654,17.631,0.671,1.028,643.600,963.800,1.497,11.175,18.124,0.733,1.123,20.366,21.438,0.749,0.753,11.175,18.125,0.189,9.187,9.950,0.018,4155.000,80.447,44.163,9.187,54.113
130,09:04:30,30.960,58.700,56.700,41.990,40.590,31.160,1.059,16.653,17.631,0.671,1.029,643.800,964.600,1.498,11.178,18.138,0.734,1.124,20.366,21.437,0.748,0.753,11.174,18.142,0.189,9.183,9.951,0.018,4155.000,80.523,44.168,9.183,54.120
131,09:05:00,30.970,58.710,56.720,41.990,40.590,31.170,1.060,16.653,17.630,0.671,1.030,644.000,965.400,1.499,11.181,18.154,0.734,1.125,20.365,21.437,0.748,0.753,11.174,18.159,0.189,9.181,9.952,0.018,4155.000,80.599,44.173,9.181,54.125
132,09:05:30,30.980,58.720,56.740,41.990,40.610,31.180,1.062,16.652,17.630,0.672,1.031,644.500,966.700,1.500,11.188,18.177,0.734,1.127,20.364,21.436,0.749,0.752,11.190,18.177,0.189,9.187,9.948,0.018,4155.000,80.751,44.197,9.187,54.146
133,09:06:00,31.000,58.750,56.770,42.010,40.620,31.200,1.065,16.650,17.629,0.673,1.033,645.400,968.700,1.501,11.203,18.213,0.735,1.129,20.363,21.435,0.749,0.753,11.205,18.211,0.189,9.186,9.947,0.018,4155.000,80.979,44.230,9.186,54.177
134,09:06:30,31.010,58.790,56.810,42.030,40.650,31.210,1.069,16.648,17.627,0.674,1.036,647.000,971.600,1.502,11.228,18.266,0.737,1.132,20.360,21.434,0.748,0.753,11.221,18.262,0.189,9.176,9.945,0.018,4155.000,81.283,44.264,9.176,54.209
135,09:07:00,31.020,58.850,56.870,42.070,40.680,31.220,1.074,16.644,17.625,0.677,1.040,649.200,975.400,1.502,11.263,18.334,0.740,1.137,20.356,21.432,0.748,0.752,11.268,18.330,0.189,9.183,9.943,0.018,4155.000,81.663,44.298,9.183,54.241
136,09:07:30,31.030,58.920,56.940,42.110,40.730,31.230,1.080,16.640,17.623,0.679,1.045,651.800,979.900,1.503,11.305,18.417,0.743,1.142,20.351,21.429,0.748,0.753,11.299,18.416,0.189,9.172,9.944,0.018,4155.000,82.119,44.341,9.172,54.284
137,09:08:00,31.050,59.020,57.030,42.170,40.780,31.250,1.087,16.634,17.619,0.682,1.050,654.800,984.900,1.504,11.352,18.507,0.746,1.148,20.345,21.425,0.748,0.752,11.344,18.500,0.189,9.167,9.938,0.018,4155.000,82.652,44.402,9.167,54.340
138,09:08:30,31.060,59.130,57.130,42.240,40.840,31.260,1.094,16.628,17.616,0.686,1.056,657.800,990.000,1.505,11.400,18.598,0.749,1.154,20.338,21.421,0.748,0.752,11.407,18.602,0.189,9.175,9.942,0.018,4155.000,83.184,44.457,9.175,54.399
139,09:09:00,31.070,59.240,57.230,42.310,40.900,31.270,1.100,16.622,17.612,0.688,1.061,660.700,994.800,1.506,11.443,18.683,0.752,1.159,20.331,21.417,0.748,0.753,11.436,18.686,0.189,9.158,9.939,0.018,4155.000,83.640,44.485,9.158,54.424
140,09:09:30,31.090,59.360,57.340,42.380,40.960,31.280,1.106,16.615,17.608,0.691,1.065,663.000,999.000,1.507,11.478,18.755,0.755,1.164,20.324,21.412,0.748,0.753,11.481,18.753,0.189,9.162,9.932,0.018,4155.000,84.096,44.540,9.162,54.472
141,09:10:00,31.100,59.470,57.440,42.440,41.030,31.300,1.110,16.609,17.604,0.693,1.069,664.800,1002.200,1.507,11.504,18.811,0.757,1.168,20.317,21.408,0.748,0.752,11.510,18.819,0.189,9.161,9.935,0.018,4155.000,84.401,44.558,9.161,54.493
142,09:10:30,31.110,59.560,57.530,42.510,41.080,31.310,1.113,16.603,17.600,0.694,1.071,666.000,1004.500,1.508,11.519,18.850,0.758,1.170,20.311,21.404,0.748,0.753,11.522,18.850,0.189,9.154,9.929,0.018,4155.000,84.629,44.576,9.154,54.505
143,09:11:00,31.130,59.650,57.610,42.560,41.130,31.320,1.116,16.598,17.598,0.694,1.073,666.600,1006.000,1.509,11.526,18.874,0.759,1.172,20.306,21.401,0.748,0.752,11.519,18.883,0.189,9.143,9.931,0.018,4155.000,84.857,44.630,9.143,54.561
144,09:11:30,31.150,59.710,57.670,42.600,41.170,31.330,1.117,16.595,17.595,0.695,1.073,666.800,1006.900,1.510,11.526,18.887,0.759,1.173,20.302,21.399,0.748,0.752,11.534,18.879,0.189,9.152,9.921,0.018,4155.000,84.933,44.630,9.152,54.551
145,09:12:00,31.160,59.760,57.720,42.620,41.200,31.340,1.118,16.592,17.594,0.695,1.074,666.900,1007.500,1.511,11.525,18.897,0.759,1.174,20.299,21.397,0.748,0.752,11.531,18.896,0.189,9.149,9.923,0.018,4155.000,85.009,44.643,9.149,54.567
146,09:12:30,31.180,59.780,57.750,42.640,41.220,31.350,1.119,16.590,17.592,0.695,1.075,667.100,1008.400,1.512,11.527,18.912,0.759,1.175,20.297,21.395,0.748,0.752,11.530,18.911,0.189,9.145,9.923,0.018,4155.000,85.085,44.643,9.145,54.566
147,09:13:00,31.190,59.790,57.770,42.650,41.230,31.360,1.121,16.589,17.592,0.695,1.076,667.600,1009.700,1.512,11.535,18.936,0.760,1.176,20.296,21.395,0.748,0.753,11.529,18.929,0.189,9.137,9.919,0.018,4155.000,85.237,44.666,9.137,54.585
148,09:13:30,31.210,59.790,57.780,42.650,41.240,31.380,1.124,16.589,17.592,0.696,1.079,668.700,1011.900,1.513,11.553,18.977,0.761,1.179,20.296,21.395,0.748,0.752,11.546,18.982,0.189,9.136,9.925,0.018,4155.000,85.465,44.688,9.136,54.613
149,09:14:00,31.230,59.780,57.790,42.640,41.250,31.390,1.128,16.589,17.591,0.698,1.082,670.300,1015.000,1.514,11.582,19.034,0.763,1.183,20.295,21.394,0.748,0.752,11.579,19.033,0.189,9.140,9.922,0.018,4155.000,85.769,44.710,9.140,54.632
150,09:14:30,31.250,59.780,57.790,42.640,41.250,31.400,1.133,16.589,17.591,0.701,1.086,672.600,1018.900,1.515,11.621,19.108,0.766,1.187,20.295,21.394,0.748,0.752,11.629,19.104,0.189,9.148,9.920,0.018,4155.000,86.149,44.736,9.148,54.657
151,09:15:00,31.270,59.780,57.810,42.650,41.270,31.410,1.140,16.589,17.591,0.703,1.091,675.200,1023.500,1.516,11.666,19.193,0.769,1.192,20.295,21.393,0.747,0.753,11.662,19.192,0.189,9.139,9.921,0.018,4155.000,86.682,44.810,9.139,54.731
152,09:15:30,31.290,59.800,57.830,42.660,41.290,31.420,1.146,16.587,17.590,0.706,1.096,678.100,1028.400,1.517,11.715,19.283,0.772,1.198,20.294,21.392,0.748,0.752,11.710,19.279,0.189,9.137,9.919,0.018,4155.000,87.138,44.831,9.137,54.750
153,09:16:00,31.310,59.830,57.870,42.680,41.320,31.430,1.153,16.585,17.588,0.709,1.101,680.900,1033.200,1.517,11.761,19.371,0.775,1.204,20.291,21.391,0.748,0.752,11.759,19.364,0.189,9.137,9.916,0.018,4155.000,87.670,44.896,9.137,54.812
154,09:16:30,31.330,59.880,57.920,42.720,41.350,31.430,1.159,16.582,17.586,0.712,1.106,683.400,1037.500,1.518,11.801,19.449,0.778,1.209,20.288,21.388,0.748,0.752,11.806,19.450,0.189,9.141,9.919,0.018,4155.000,88.126,44.942,9.141,54.861
155,09:17:00,31.350,59.940,57.990,42.760,41.400,31.440,1.164,16.578,17.583,0.714,1.110,685.300,1041.000,1.519,11.831,19.511,0.780,1.213,20.284,21.385,0.748,0.752,11.837,19.517,0.189,9.139,9.920,0.018,4155.000,88.506,44.984,9.139,54.904
156,09:17:30,31.370,60.030,58.070,42.820,41.450,31.450,1.168,16.574,17.580,0.715,1.112,686.700,1043.600,1.520,11.850,19.556,0.781,1.216,20.278,21.382,0.748,0.752,11.850,19.549,0.189,9.131,9.911,0.018,4155.000,88.811,45.027,9.131,54.938
157,09:18:00,31.390,60.120,58.160,42.880,41.510,31.460,1.170,16.568,17.577,0.716,1.114,687.400,1045.300,1.521,11.858,19.582,0.782,1.218,20.272,21.378,0.748,0.752,11.863,19.581,0.189,9.131,9.911,0.018,4155.000,88.963,45.030,9.131,54.942
158,09:18:30,31.420,60.230,58.250,42.950,41.570,31.470,1.171,16.562,17.573,0.716,1.115,687.600,1046.200,1.521,11.856,19.593,0.782,1.219,20.266,21.374,0.748,0.752,11.858,19.594,0.189,9.125,9.909,0.018,4155.000,89.039,45.030,9.125,54.939
159,09:19:00,31.440,60.340,58.350,43.020,41.630,31.480,1.172,16.556,17.569,0.716,1.115,687.500,1046.600,1.522,11.849,19.595,0.782,1.219,20.259,21.369,0.748,0.752,11.854,19.589,0.189,9.123,9.903,0.018,4155.000,89.115,45.051,9.123,54.955
160,09:19:30,31.460,60.450,58.450,43.090,41.690,31.490,1.172,16.549,17.565,0.715,1.116,687.300,1046.900,1.523,11.840,19.596,0.782,1.219,20.252,21.365,0.748,0.752,11.833,19.603,0.189,9.109,9.907,0.018,4155.000,89.115,45.038,9.109,54.945
161,09:20:00,31.490,60.550,58.550,43.160,41.750,31.490,1.173,16.544,17.561,0.715,1.116,687.400,1047.500,1.524,11.836,19.603,0.782,1.220,20.246,21.361,0.748,0.752,11.829,19.598,0.189,9.105,9.899,0.018,4155.000,89.191,45.051,9.105,54.950
162,09:20:30,31.510,60.650,58.630,43.220,41.810,31.500,1.175,16.538,17.558,0.716,1.118,687.900,1048.900,1.525,11.840,19.622,0.782,1.221,20.240,21.357,0.748,0.752,11.841,19.630,0.189,9.108,9.902,0.018,4155.000,89.343,45.068,9.108,54.970
163,09:21:00,31.540,60.730,58.710,43.270,41.860,31.510,1.178,16.534,17.554,0.717,1.120,689.000,1051.000,1.526,11.854,19.659,0.784,1.224,20.235,21.354,0.747,0.752,11.855,19.660,0.189,9.104,9.898,0.018,4155.000,89.571,45.092,9.104,54.990
164,09:21:30,31.560,60.800,58.780,43.320,41.900,31.510,1.182,16.530,17.552,0.719,1.123,690.600,1054.100,1.526,11.879,19.713,0.785,1.227,20.230,21.351,0.748,0.752,11.885,19.711,0.189,9.106,9.894,0.018,4155.000,89.875,45.112,9.106,55.006
165,09:22:00,31.590,60.850,58.830,43.360,41.940,31.520,1.188,16.526,17.549,0.721,1.127,692.800,1058.000,1.527,11.914,19.782,0.788,1.232,20.227,21.348,0.747,0.752,11.915,19.778,0.189,9.100,9.891,0.018,4155.000,90.331,45.174,9.100,55.065
166,09:22:30,31.620,60.890,58.870,43.390,41.980,31.530,1.194,16.524,17.547,0.724,1.132,695.400,1062.400,1.528,11.955,19.862,0.791,1.237,20.224,21.346,0.747,0.752,11.963,19.863,0.189,9.102,9.892,0.018,4155.000,90.788,45.214,9.102,55.107
